Ward,travel_time_to_cities_2015
Mukaa,49.520177054053164
Mukogodo East,134.16151494731088
Mukogodo West,170.3446440505364
Mukothima,120.9854364594812
Mukure,64.12176608937352
Mukurweni Central,29.9516688463069
Mukurweni West,23.061305070656697
Mukutani,108.41871795875235
Mukuyuni,15.919255654777816
Mulango,94.9906796999318
Mumberes/Maji Mazuri,76.72050651230103
Mumbuni North,4.682018784655424
Mumias Central,26.407799999999995
Mumias North,16.500547245530836
Muminji,101.10344334700764
Mumoni,109.09783884961367
Munanda,29.231336266877282
Mungoma,6.920582186362921
Municipality,12.42754789888907
Murarandia,35.36365178066705
Murera,9.345051744760514
Murhanda,21.552421934058284
Murindat,32.976975314761546
Murinduko,58.41748620011419
Muruka,17.68248911542955
Murungaru,40.39581976966077
Musanda,36.38294872746158
Musikoma,6.04852951908341
Mutarakwa,30.356432106955154
Mutha,350.09740703024187
Muthambi,58.776776824237835
Muthara,56.300204779312246
Muthesya,111.33022100993145
Muthetheni,34.34031529864554
Muthithi,29.032785428698357
Muthwani,32.37469692606389
Mutira,111.9332635545321
Mutithi,39.577298265110805
Mutito/Kaliku,175.14667447829487
Mutituni,9.832368768402887
Mutomo,121.50593320800348
Mutonguni,75.96953172336188
Mutu-Ini,0.3641891891891892
Muvuti/Kiima-kimwe,4.254504504504506
Mwaking'oina,27.03836595215906
Mwakirunge,17.34872080088988
Mwalano,92.00536860023577
Mwamonari,30.5863404057612
Mwanamwinga,63.5838883079238
Mwanda/mghange,162.4356020332367
Mwangathia,16.600718685831616
Mwarakaya,33.68861678650244
Mwariki A,0.0
Mwatate,139.2586566621366
Mwavumbo,33.0326861932749
Mwawesa,15.059461000998143
Mwea,61.911200168740784
Mwereni,128.78931220651944
Mwibona,3.7129394708227608
Mwihoko,6.829838226482922
Mwiki,1.7396520695860822
Mwimbi,50.26502945930446
Mwitika/Zombe,185.35951488046706
Mwiyogo/Endarasha,28.991208676879854
Mwonyorero,23.237637362637354
Naikarra,238.6473596467513
Narok Town,79.03212808252293
Nkareta,146.34993643990853
Naathu,94.10833905172693
Nabiswa,8.313138641997707
Nachola,431.56366144018534
Nachu,31.08416401942527
Nairobi Central,0.0
Nairobi South,0.0
Nairobi West,0.0
Naitiri/Kabuyefwe,15.524309946365506
Naivasha East,9.780693681972519
Nakalale,312.47875023597413
Nakuru East,7.241010943199587
Namamali,25.648305565000566
Nambale,15.269356427941705
Namboboto-Nambuku,29.142780409199673
Namwela,17.327684032127333
Nanaam,601.1970290380231
Nandi Hills,13.719856448859915
Nangina,19.772342427093132
Nanighi,246.27625005039587
Nanyuki,5.529530201342281
Naromoru/Kiamathag,51.384541207375264
Ndalani,55.76401793379757
Ndalat,33.22544544895987
Ndalu,22.138640478411148
Ndanai/Abosi,33.90342512550872
Ndaraweta,24.054401208915753
Ndarugu,37.89771197846566
Ndavaya,184.30891240411938
Ndeiya,31.78209481350923
Ndenderu,0.14707217430776218
Ndithini,76.23283819304355
Ndivisi,16.73608440565991
Ndoto,380.68804653651637
Ndumberi,3.7645569620253156
Nessuit,85.47331085519117
Ng'araria,13.220548357939142
Ngando,0.0
Ngara,0.0
Ngare Mara,106.87701720473383
Ngariama,128.17026642140866
Ngecha/Tigoni,5.920493007216293
Ngei,0.0
Ngenyilel,27.90055152192125
Ngeria,11.780374407291083
Ngewa,8.392823017305446
Nginda,120.1200466416183
Ngobit,60.63201709713685
Ngolia,154.57560551903404
Ngoliba,10.197172566056555
Ngomeni,220.05365985352293
Ngong,1.5638169777242628
Nguni,183.79189046035623
Nguumo,156.86119602732984
Nguutani,80.06942309502148
Njabini/Kiburu,39.60632346693103
Njia,79.0639927691786
Njiru,0.0
Njoro,13.888353196099672
Njukiine,43.81994397759101
Nkaimurunya,1.3408304498269894
Nkomo,22.367083153813013
Nkondi,85.31298621413326
Nkuene,94.73606053562662
North East Gem,7.064876177188699
North East Sakwa,21.984514236035647
North Gem,24.363152289669852
North Horr,500.69608928072387
North Kabuoch,47.62910598756027
North Kadem,78.59174152715396
North Kamagambo,29.014202663919356
North Kanyamkago,49.57791809710642
North Karachuonyo,69.37858379314073
North Kinangop,63.49849303537973
North Maragoli,16.5685755043815
North Nyakach,29.363883495145625
North Rachuonyo,14.723633065561025
North Seme,22.99241736530143
North Ugenya,20.215389099387924
North Uyoma,63.554711092195106
North West Kisumu,4.194697674418606
Nthawa,62.7031
Ntima East,2.2751069720614145
Ntima West,5.259327973613687
Ntimaru East,69.25796222252862
Ntimaru West,76.10931863727455
Ntunene,91.17449145996049
Nuu,239.2641496253015
Nyabasi East,50.682906086745234
Nyabasi West,49.23144654088051
Nyacheki,24.96632165605094
Nyaki East,35.72274457643444
Nyaki West,12.081073113207546
Nyakio,24.00054421768707
Nyakoe,5.404133023128508
Nyalenda 'A',0.0
Nyalenda 'B',14.906604651162793
Nyamaiya,30.60953443877549
Nyamasibi,24.54628339875902
Nyamusense/Komoso,26.145019792446764
Nyanduma,34.11750178722298
Nyangati,33.6192737071731
Nyangores,23.491246477606577
Nyansiongo,17.825723387310855
Nyathuna,2.573234200743494
Nyatieko,4.535424354243541
Nyayo Highrise,0.0
Nyiro,322.5967207562584
Nyota,72.22619277989206
Nzambani,70.10338280311538
Nzaui/kilili/Kalamba,64.01522011808976
Nzoia,20.370766378244742
O'llessos,20.016434503669203
Olokurto,184.41319389089054
Ololulung'a,106.78071700737875
Olorropil,85.97586824718856
Olposimoru,154.11278039897357
Obbu,217.526646475318
Ol Moran,154.48074925252115
Oldo-nyiro,201.05828802813033
Olkaria,60.486725549775905
Olkeri,4.639425030475418
Ololmasani,50.52616493325691
Oloolua,2.240210843373494
Ombeyi,22.816049425808924
Ong'ata Rongai,0.14302461899179367
Pangani,0.0
Parklands/Highridge,0.006475111290975315
Pipeline,0.0
Pongwe / Kikoneni,46.2280640516602
Pongwe/Kikoneni,51.77538361083904
Poro,290.44856471700655
Port Reitz,0.0
Puma,172.36684979261065
Pumwani,0.0
Purko,73.41941668032116
Racecourse,2.2251688766574933
Ragana/Oruba,3.1753116651825453
Railways,0.3998745819397994
Ramisi,27.37724227925186
Ravine,64.2394195888755
Rhamu,58.114165651644306
Rhamu Dimtu,190.6921459030595
Riabai,1.0359877488514553
Riana,19.671888412017168
Ribikwo,140.63044906191024
Rigoma,17.942716184733452
Riruta,0.0
Riwo,94.03190308651132
Rombo,193.96189134855885
Ronge,118.35860282395811
Rongena/Manaret,18.881559809740953
Roysambu,0.6655218754666268
Ruai,14.91534623423909
Rugi,38.92671009771986
Ruguru,95.76217356427702
Ruguru/Ngandori,95.44050172526349
Ruiri/Rwerera,37.314386213827525
Ruma-Kaksingri East,74.40617518525556
Rumuruti Township,76.69020920039267
Rurii,32.50584546581436
Ruring'u,1.411764705882353
Ruruma,23.26802218114603
Rusinga Island,79.96923805016566
Rware,0.440536013400335
Rwathia,87.28450111880949
Sagamian,136.02340962698682
Sogoo,124.22850615255119
Sabaki,46.650586569579296
Sabena,207.7023379358204
Saboti,32.53186598652309
Sacho,88.96443927539295
Sagala,130.4566979529504
Sagante/Jaldessa,199.5369375786501
Saka,163.1523729770074
Sala,78.4582530562139
Salama,95.83508305512296
Sambirir,115.59467181001743
Sameta/Mokwerero,10.191459074733098
Sangailu,542.1230515579734
Sangalo/Kebulonik,40.18701067615659
Sanghor/Soba,45.37778325383275
Sango,28.12452253628724
Sankuri,61.1722856598265
Sarang'ombe,0.02398081534772182
Sarman,136.18768200786576
Segera,90.9922634815737
Segero,27.99719253758377
Sekerr,178.48981825899494
Sengwer,94.35230517711165
Sensi,17.857754279959718
Sergoit,15.831904518025343
Sericho,255.8720278029007
Shaabab,0.0
Shaf Shafey,21.456671557511882
Shamakhokho,19.69784374124895
Shamata,109.03540911660077
Shankoe,51.24344460422849
Shanzu,0.7538304392236976
Shauri moyo/Kaloleni,0.0
Shella,177.75228639438737
Sheywe,2.2220739611132294
Shika Adab,1.8946750195771342
Shimanzi/Ganjoni,0.11586784550953934
Shimbir Fatuma,159.22884832774633
Shimo La Tewa,9.534081703506539
Shinoyi/Shikomari,15.477953900463762
Shirere,1.7234789391575662
Shiru,28.1462013014451
Shirugu/Mugai,35.578250375106016
Siana,142.97088656228985
Siaya Town,26.929191716766848
Siboti,18.548826689284716
Sigomere,38.62727526002973
Sigona,3.948888888888889
Sigor,35.622482336813235
Sigowet,38.342218771566614
Sikhendu,14.191379418993003
Silale,213.76350555012058
Silibwet Township,17.255717402012525
Simat/Kapseret,14.802904819247505
Sindindi,23.277505890882743
Singorwet,18.532955418908532
Sinoko,15.877680439330549
Sinyerere,20.63578162020466
Siongiroi,52.292953736654795
Sirende,6.46181339352897
Sirikwa,47.540154344037845
Sitatunga,9.549557662764208
Sitikho,29.19146219415399
Siyoi,31.333333333333332
Soin,36.02813582619186
Sokoke,103.10060367856526
Sokoni,19.702492211838006
Solai,65.98013094824073
Soliat,47.72008395320842
Sololo,94.40269718211785
Songot,424.94827120278705
Sook,170.21731021001096
Sosiani,135.47580576414305
South 'C',0.0
South Alego,43.46068586311677
South Bukusu,20.115140845070425
South East Alego,19.79077586753791
South East Nyakach,35.069689232110605
South Gem,29.693781077106234
South Kabras,15.592450053766477
South Kanyajuok,26.05246056039558
South Kanyamkago,13.245722641969289
South Maragoli,13.414682294879706
South Sakwa,50.05758097324359
South Uyoma,62.52088850039849
South West Kisumu,29.273865077010225
South West Nyakach,41.22920168067229
Soy,34.0225090702668
Soy North,54.81357255484285
Soy South,64.62342276620461
Soysambu/Mitua,38.53471909389279
Spring Valley/Matopeni,0.0
Suam,108.10724885217344
Subukia,51.523778085869566
Suguta Marmar,210.76379241269169
Sukha Central,31.817974159468925
Sukha East,38.6264232258816
Sukha North,22.010740007581184
Sukha South,7.875682338439867
Suna Central,5.068930690569374
Suswa,69.76742555028049
Syokimau/Mlolongo,4.470646344905447
Tabaka,19.63542319749215
Tagare,15.164947820748928
Takaba,89.59701574534955
Takaba South,123.5958951640953
Tala,29.31503711893854
Tambach,54.96750009232934
Tambua,16.805432722678457
Tangulbei/Korossi,160.69266832606255
Tapach,110.2362409603962
Tapsagoi,17.771068370259613
Tarakwa,62.82312260536394
Tarbaj,93.97658692316635
Tebesonik,25.498414296501377
Tembelio,19.76265015632713
Tendeno/Sorget,87.08671332602519
Tenges,104.18358429288452
Terik,25.495073891625623
Tezo,17.843387311344557
Thangatha,83.55923417556657
Thange,143.2317691171458
Tharaka,93.12694238026688
Thegu River,31.557363267728203
Theta,11.75222551928783
Thiba,39.958042645180306
Thingithu,11.745507730881739
Tigithi,38.156195056492344
Timau,71.4575008090241
Timbwani,0.0
Tinderet,125.56328266184745
Tinet,129.9151392802161
Ting'ang'a,4.731262707705253
Tirioko,203.55844196475132
Tiwi,7.792382422955672
Tongaren,31.432578972182913
Tononoka,0.0
Township(Bungoma),0.5357142857142857
Township(Garissa),0.0
Township(Kiambu),2.136674718196457
Township(Kitui),57.551308188922874
Township(Mandera),34.844921905970025
Township(Moyale),4.347003154574133
Township(Murang'a),24.891131498470944
Township(Nyamira),18.074686256504435
Township(Thika),5.972651871777629
Township(Wajir),3.8129302128560814
Tseikuru,233.9837632410054
Tsimba/Golini,24.53270619819743
Tudor,0.0
Tulimani,34.36420544922777
Tulwet/Chuiyat,30.463243873978996
Turbi,402.42204990439166
Turi,39.291501223278374
Turkwel,169.30752664832497
Marakaru/Tuuti,6.525204254663174
Tuwani,0.17082388510959942
Ugunja,25.200257152041132
Ukia,43.363386775647044
Ukunda,2.9583248420623596
Ukwala,28.873293844965232
Umoja One,0.0
Umoja Two,0.0
Upper Kaewa/Iveti,14.790533447848079
Upper Savanna,0.0
Uran,320.51693495145327
Usonga,67.66397938523839
Utalii,0.0
Utawala,0.0
Uthiru,0.0
Uthiru/Ruthimutu,0.0
Visoi,29.288702994785535
Viwanda,17.517810053995227
Viwandani,0.0
Voo/kyamatu,182.45152424020125
Wusi/Kishamba,110.90599984148376
Waa,9.79500941619586
Wabera,27.23814694173
Waberi,10.98247623410835
Wagalla,29.216047516198717
Wagberi,6.268403555193702
Waia/Kako,61.359604087060426
Waita,114.77543242976662
Waitaluk,10.442772769661177
Waithaka,0.010727056019070322
Waldai,37.98785174166356
Wamagana,28.32687777023518
Wamba East,162.75830562609616
Wamba North,300.33387712723743
Wamba West,140.30106946475127
Wamumu,50.3703286941072
Wamunyu,33.884634112409564
Wang'chieng,45.21637135474346
Wangu,25.88598264953363
Wanjohi,84.8728244955121
Waranqara,152.42819017230718
Wargadud,98.01638857165393
Wasimbete,23.54816490181966
Waso,202.86374357017786
Wasweta II,7.698927428965691
Watamu,46.91531485502618
Wayu,373.8775382082032
Wei Wei,128.8619794633122
Wemilabi,5.983508932661478
Weru,32.56940524858235
Werugha,127.49540078843626
West  Asembo,40.28929908351621
West Alego,36.20029455081003
West Bukusu,9.761196641007695
West Bunyore,4.69159939455096
West Gem,21.26107205230397
West Kabras,31.087189238678775
West Kanyamkago,35.65946106892958
West Karachuonyo,81.92149270346798
West Kasipul,20.889437958186264
West Kisumu,10.699618295917709
West Nalondo,11.987920779937454
West Nyakach,44.450789202790794
West Sabatia,13.811540595524319
West Sakwa,44.40778535516949
West Sang'alo,8.630451888489208
West Seme,64.41948993288594
West Ugenya,31.27301450524199
West Uyoma,66.21894139987695
Wiga,16.025412960609916
Witeithie,8.967646071993482
Witu,244.0359773944241
Wodanga,16.610406937958643
Woodley/Kenyatta Golf,0.0
Wote,48.49286159817032
Wumingu/kishushe,185.6774272066206
Wundanyi,125.71781264420855
Yala Township,9.298055859802847
Yimbo East,59.66241555905385
Yimbo West,107.19158641662436
Zimmerman,1.178915135608049
Ziwa,13.524678638013931
Ziwani/Kariokor,0.0
Kabuoch South/Pala,67.75475195204672
Homa Bay Central,31.550673762880763
Homa Bay Arujo,29.61637426900585
Batalu/Buna,185.08047801292093
