Ward,travel_time_to_cities_2015
Kabondo West,35.26377360113546
Kabonyo/Kanyagwal,48.646033363729
Kabuchai/Chwale,12.95176973940101
Kabula,9.771096877502002
Kabwareng,28.675767480612702
Kadzandani,0.0
Kaeris,298.91170399694505
Kagaari North,102.56126896178925
Kagaari South,42.73557331449512
Kagan,37.674360350688865
Kagunduini,19.446868402533426
Kahawa,0.0
Kahawa Wendan,0.0
Kahawa West,0.29367212313706326
Kahawa/Sukari,0.4079528718703977
Kahumbu,27.543626270032473
Kaimbaga,38.359407028905856
Kajulu,6.668235511258765
Kakrao,9.59385863267671
Kaksingiri West,96.77628263279917
Kakuma,134.5082759131659
Kakuyuni,61.09104351499787
Kakuzi/ Mitubiri,22.303909952606627
Kalaliyo,50.70379947170737
Kalama,32.57698563543989
Kalapata,314.41261023102976
Kalawa,119.41546447695791
Kaler,38.66063694267516
Kalimoni,31.03765068685168
Kalobeyei,275.30681781144256
Kalokol,136.32371256826247
Kaloleni,70.63245687542496
Kamacharia,29.285333096148722
Kamagut,14.052367601246107
Kamahuha,27.873512632436828
Kamakwa/Mukaro,8.637274803349403
Kamara,43.986466552717246
Kamariny,23.975674610990737
Kamasian,89.54514579191516
Kambiti,31.074991310392747
Kamburu,23.998364810726827
Kamenu,2.3127173373075016
Masogo/Nyang'oma,25.82724811397628
Kamukuywa,15.353367875647672
Kamwangi,13.95199537304801
Kanamkemer,54.84569621442218
Kang'atotha,125.26503006692089
Kangai,37.12467091295116
Kangare,52.53725721881693
Kangemi,0.0
Kangeta,75.67632407980831
Kangundo Central,25.83913000881748
Kangundo East,31.20070680802827
Kangundo North,30.797411786612045
Kangundo West,27.481157873674377
Kanjuiri Ridge,26.339491667341917
Kanuni,147.3371253308167
Kanyadoto,58.9623180131316
Kanyaluo,32.202849035844565
Kanyamwa/Kalogi,42.38646004378764
Kanyamwa/Kosewe,61.42371146582188
Kanyangi,177.2511174158372
Kanyeki-ine,32.74905191578395
Kanyenyaini,74.33036559954533
Kanyikela,54.76052027543994
Kanziko,234.5033743261234
Kapchemutwa,71.06022458820104
Kapchoki,105.5027310499369
Kapchorwa,93.5587734694963
Kapedo/Napeitom,318.78700066785996
Kapenguria,46.341539607933065
Kapkangani,13.227937848845981
Kapkateny,30.9100973064448
Kapkatet,11.031213872832367
Kapkugerwet,28.038496791933994
Kapkures,7.61166524175929
Kaplamai,11.556898116632626
Kaplelartet,47.61671325163052
Kapletundo,20.505888999956547
Kapomboi,26.0648468650046
Kapropita,59.38038333430726
Kapsabet,23.666477198198596
Kapsaos,46.3269098417068
Kapsasian,57.36756180733164
Kapsimotwo,31.459814798637204
Kapsoit,51.3089830051254
Kapsokwony,23.654024441635077
Kapsowar,97.44408153628214
Kapsoya,3.037180796731358
Kapsuser,27.88858321870703
Kaptagat,24.195509504242178
Kaptama,34.72683171629307
Kaptarakwa,38.126330612439716
Kaptel/Kamoiywo,30.651043371522082
Kaptembwa East,0.4109589041095891
Kaptembwa West,0.9963369963369964
Kaptumo/Kaboi,65.3670665364765
Kaputei North,50.375332635239666
Kaputir,139.85254755193398
Kapyego,135.30460608891093
Kapyemit,1.2116457461645747
Karai,5.2591087811271295
Karama,80.7018557955583
Karare,222.0931945587083
Karatina Town,16.7669496592132
Karau,38.564172439833214
Karen,2.335642628998156
Kargi/South Horr,366.7133971838054
Kariara,42.47168171990868
Karima,14.14136827984728
Karingani,71.37362691982702
Kariobangi North,0.0
Kariobangi South,0.0
Kariti,26.38604736890612
Karumandi,103.40333655187212
Karuna/Meibeki,41.54099281221922
Karura,1.2288164665523154
Karuri,0.5811836115326252
Kasarani,0.0
Kasei,197.76506756691023
Kasemani,35.08418655826888
Kasemeni / Vanga,64.10648104929054
Kasgunga East,65.26064633828514
Kasigau,130.53966967271256
Kasikeu/Kiou,67.050287320268
Katangi,47.69685332883206
Kathiani Central,22.751534072558933
Kathonzweni,128.55896171661666
Katilia,485.03186089838874
Katilu,163.75877330090748
Kauwi,73.43856861642293
Kawangare,0.0
Kayafungo,52.946137641324796
Kayole Central,0.0
Kayole North,0.0
Kayole South,0.0
Kedowa/Kimugul,61.673401097670244
Kee,28.338152740196275
Keekonyokie,87.96045524906178
Keiyan,64.49061736132875
Keiyo,51.50795395081109
Kembu,41.431890812250316
Kemeloi/Maraba,38.76441179160444
Kemera,4.204429158627632
Kenyawa-Poka,118.14213088526773
Keringet,95.75724217844729
Kerio Delta,279.4263319127266
Kerugoya,24.202219040801722
Keumbu,4.636827640361211
Khalaba,19.176249294626626
Khasoko,33.689783942384636
Kholera,16.414518482490273
Khorof Harar,181.96590860373794
Kiabonyoru,21.592452830188677
Kiagu,40.04133541903273
Kiamaiko,0.0
Kiamaina,19.78329266726595
Kiambere,98.99664596416964
Kiamokama,19.82092824948227
Kiamwangi,13.306738868832731
Kianjai,33.71695494870396
Kiarukungu,51.92948825738469
Kibarani,20.312637604579482
Kibauni,57.62149639730104
Kibirichia,60.281814547362615
Kibish,726.1377639579647
Kibwareng/Chebilat/Ndurio,48.37344843877507
Kiegoi/Antubochiu,43.718394321380494
Kiganjo,25.53244587562173
Kiganjo/Mathari,5.959727925013479
Kiguchwa,65.33313477289646
Kigumo,21.884249556666127
Kihara,0.0
Kihingo,29.439997186269007
Kihumbu-Ini,14.290747689210223
Kiima Kiu/Kalanzoni,39.90572240980987
Kiine,24.726345811051683
Kiirua/Naari,26.306048722519304
Kijabe,33.25910378843529
Kikumbulyu North,127.86673869352578
Kikumbulyu South,113.3482565647869
Kikumini/Mavau,80.10769098491036
Kikuyu,1.8329770557218186
Kileleshwa,0.0
Kilgoris Central,55.18900920470877
Kilibwoni,16.957397399087988
Kilimani,0.0
Kiliwehiri,278.81625038585946
Kilungu,43.30462737457379
Kimaeti,13.329099248954076
Kimana,118.7289935133292
Kimilili,11.882487950424599
Kiminini,6.998769987699877
Kimintet,99.44882842777614
Kimorori/Wempa,24.02800959732943
Kimulot,102.66550072237845
Kimumu,2.7311812598200262
Kinakomba,143.72592426448182
Kinale,41.4146737644542
Kinamba,67.20583807105457
Kinango,39.39487910848728
Kinanie,25.526251823043264
Kingandole,20.581096605744126
Kinna,175.32555483006323
Kinondo,19.760214144829526
Kinoo,0.0
Kinyona,60.32824840419776
Kinyoro,43.98590722254843
Kiogoro,6.661572454428283
Kipchebor,22.205546965597215
Kipchimchim,35.93495803744353
Kipevu,0.0
Kipini East,207.1266263195962
Kipini West,170.6669221352918
Kipipiri,57.21370482297728
Kipkaren,29.100994644223395
Kipkelion,66.3866307134059
Kipkenyo,2.497685185185185
Kiplombe,13.377962013867952
Kipreres,35.18571562295236
Saimo/ Kipsaraman,111.1792267292435
Kipsomba,25.507320237212745
Kipsonoi,27.457570260666454
Kiptagich,123.73134394341291
Kiptororo,86.71612267790216
Kiptuiya,22.15251283044447
Kirenga,16.47602373309989
Kiriita,36.996552662614526
Kirimari,41.75477442568503
Kirimukuyu,10.91666166316422
Kiru,89.3736382322713
Kisa Central,13.346149098987901
Kisa East,13.595413510428559
Kisa North,24.51376249859566
Kisa West,20.110509209100766
Kisanana,75.40975583948364
Kisasi,99.31237491147573
Kisiara,28.322194199243384
Kisii Central,3.2491946181542546
Kisima,43.13914886866739
Kisumu North,7.144014702196975
Kitengela,36.33337622233658
Kiteta/Kisau,66.79741186136842
Kithimani,31.50510966879495
Kithimu,43.90693153000846
Kithungo/kitundu,65.73571903997494
Kitise/Kithuki,165.40964259160356
Kitisuru,0.29348708786746797
Kitutu Central,0.10421021200358316
Kiunga,432.0944555250398
Kiuu,0.0
Kivaa,71.53451645890767
Kivou,100.2373195060612
Kivumbini,0.0
Kiwawa,199.57712530904925
Kobura,37.92547542603111
Kochia,47.34164336488897
Kodich,77.58502793807823
Koibatek,90.09528318903325
Koisagat/Kapsang,22.042710822806427
Kojwach,21.531453362255963
Kokwanyo/Kakelo,32.64671788030728
Kola,30.582714721176245
Kolowa,123.79872942535376
Kolwa Central,11.918391608391609
Kolwa East,14.674791914387633
Komarock,0.0
Komothai,15.618922574998003
Kondele,0.0
Kong'asis,45.367738746958636
Kongoni,10.581979773214831
Kongowea,0.0
Konyu,18.268118977796398
Korogocho,0.0
Korondile,245.3805727165117
Korr/Ngurunit,390.29083652794066
Kosirai,13.386493947759606
Kotaruk/Lobei,181.2698944230976
Koyo/Ndurio,41.495296389105704
Koyonzo,25.37259979479161
Kubo South,40.62703350734492
Kuinet/Kapsuswa,16.458257299270066
Kuku,179.66255539895286
Kunyak,59.19477183439102
Kurgung/Surungai,36.18086327875823
Kutulo,120.56390966576329
Kwa,22.33692607994568
Kwa Mutonga/Kithumula,78.59337289812065
Kwa Njenga,0.0
Kwa Reuben,0.0
Kwa Vonza/Yatta,78.32081854051864
Kwabwai,58.81694560669457
Kwanza,22.5108031242041
Kware,0.0
Kyangwithya East,85.61825830576726
Kyangwithya West,70.05153947916858
Kyeleni,40.553448813982534
Kyeni North,77.70945198299461
Kyeni South,43.865104466168304
Kyethani/kiomo,117.19434220107524
Kyuso,132.6621513443282
Loita,259.4075283898298
Labisgale,44.75961554286466
Lafey,166.66960221503473
Lag Sure,131.75930408814293
Lagboghol South,141.8672191418084
Laini Saba,0.0
Lake Nakuru National Park,33.056428517597425
Lake Zone,269.189874960781
Lakeview,10.002312925170068
Lakole South,264.44975119498224
Lambwe,63.230532477005475
Landimawe,0.0
Lanet/Umoja,3.656635071090048
Langalanga,0.0
Langas,3.574599542334096
Lapur,361.0412468111793
Lare,23.717052278757972
Barwessa,78.64159996774256
Lelan,88.76118234013555
Lelmokwo/Ngechek,18.2652952927956
Lembus,52.2963402448164
Lembus Central,96.57029322107701
Lembus/Perkerra,72.08259145834816
Lereshwa,48.874749141506506
Leshau/Pondo,44.729453194321174
Letea,267.6912627024828
Libehia,172.72080676314442
Liboi,80.00792998202157
Likoni,0.0
Likuyani,24.547385063707097
Limuru Central,5.716370269037849
Limuru East,14.79247974437977
Lindi,0.0
Litein,17.54026098026734
Lobokat,154.5242870360292
Lodokejek,161.33622247317896
Lodwar Township,65.0669951085618
Logologo,302.8218426171555
Loima,376.61998778932985
Loiyamorok,156.25058928511282
Loiyangalani,345.47253909582525
Lokichar,192.5269291737658
Lokichoggio,225.37137282525356
Lokiriama/Lorengippi,165.24520609239872
Lokori/Kochodin,279.4757363888811
Lolgorian,80.39084479590136
Lomut,115.82472692505436
Londiani,55.68415895481767
London,4.61428291151658
Longisa,30.289555694061082
Loosuk,341.4174785122494
Lopur,329.0664689923413
Lower Kaewa/Iveti,16.069040500135905
Lower Savanna,0.0
Luanda,1.2475912408759127
Luanda South,6.257102523380978
Lucky Summer,0.0
Lugaga/Wamuluma,12.790746730417668
Lugari,28.202183081121305
Lulis/Eyemole,309.2766260745606
Lumakanda,23.46395216400912
Lusheya/Lubinu,17.988156439122797
Lwandanyi,31.473396085227044
Lwandeti,25.98729915837797
Lyaduywa/Izava,14.120452985586825
Maji Moto/Naroosura,162.81384318327855
Melelo,121.22462345494814
Melili,120.44744868070626
MOSIRO(Narok East),128.355738170114
Maai Mahiu,51.827898887690196
Maalamin,256.224369600211
Mabatini,0.0
Macalder/Kanyarwan,29.63492862717456
Machakos Central,2.6062146892655376
Machewa,22.339736713798143
Mackinnon Road,93.16849173582791
Madogashe,172.48279972989954
Madogo,180.9403367423792
Maella,103.80478941169869
Maeni,8.342100709465306
Magadi,189.48730548961709
Magarini,72.1687887418327
Magenche,41.22003474232774
Magogoni,0.0
Magombo,16.448445675592495
Magumoini,93.63122709057406
Magumu,16.287501518280088
Magutu,120.89161469499122
Magwagwa,29.09568143578239
Mahiakalo,3.1663760896637605
Mahiga,64.51433125179632
Mahiga-ini,42.80127795527157
Mahoo,104.5394792773645
Maikona,365.54513221743207
Majengo,0.0
Majoge Basi,18.622041231865616
Makima,95.36057961339468
Makina,0.0
Makindu,135.80561977892162
Makongeni,10.758965658456676
Makutano,34.6613779873711
Makutano/Mwala,33.10837973519136
Makuyu,31.738938443875295
Malaba Central,7.829262150591793
Malaba North,15.118617744127354
Malaba South,10.09162773984908
Malaha/Isongo/Makunga,17.975298476739397
Malakisi/SouthKulisiru,21.99630345291104
Malalani/Endau,307.24969456277574
Malewa West,34.19392246592766
Malindi,44.78458431504546
Malkamari,315.81279686916463
Manda/Shivanga,32.55558977517709
Manga,8.988310125494241
Mangu,12.464087785413431
Manyatta 'B',0.0
Mara,87.8943729076756
Marachi Central,19.98255813953489
Marachi East,28.160306615564064
Marachi North,27.784861620540177
Marachi West,12.190549054905489
Marafa,176.3722029764218
Maraka,21.776575682382123
Marakaru,12.076080414108583
Maralal,139.77060828928217
Marama Central,23.631367575565424
Marama North,21.18529562982005
Marama South,32.20450641608567
Marama West,23.80732539516745
Marani,19.72271983049215
Marenyo/Shianda,20.23347739011278
Mariakani,21.839284366271613
Mariani,57.12849825299365
Mariashoni,74.34477673839918
Marigat,72.93940128540943
Marimanti,76.61096454133482
Maringo/Hamza,0.0
Marmanet,54.89143449228643
Marothile,122.30338650409229
Marsabet central,222.90903052712514
Marungu,85.0366392266946
Masaba,17.609206951732347
Masalani,261.60414940692755
Masige East,19.594833119383825
Masige West,16.577482826871584
Masii,18.44682710549315
Masimba,23.58904109589042
Masinga Central,70.02360511471724
Masol,139.13126944182312
Masongaleni,159.8068115251005
Masumba/Nguu,104.86213930396133
Mata,199.67317749826591
Matapato North,138.18647545567504
Matapato South,180.6125462114205
Matayos South,15.691100497124468
Mathare North,0.0
Matinyani,68.25668235058565
Matisi,3.894474558489248
Matsangoni,52.601604662876895
Matulo,18.552553480895263
Matumbei,100.02059761030442
Matungulu East,46.82039690445174
Matungulu North,40.447624896002544
Matungulu West,36.370769252259414
Matuu,41.5908135379441
Mau Narok,53.251405186865206
Maua Town,36.54920559639554
Mauche,36.409089728606666
Mautuma,29.7097058234941
Mavindini,156.63823467839018
Mavuria,64.33702962628277
Ziwa La Ng'ombe,0.017951425554382262
Mayenje,19.46843054720385
Mayoni,21.060837010295486
Mazeras/mugumo Wa Patsa,8.202356406480119
Mbakalo,23.62016863406408
Mbaruk/Eburu,36.09229732408326
Mbeti,60.47312627131902
Mbeti North,43.40870435217609
Mbeu,44.70347677400968
Mbiri,31.66473988439308
Mbitini,99.4704616588419
Mboghoni,111.12501654658566
Mbololo,174.82221385819648
Mbooni,60.340448981959476
Megun,26.398988600325698
Mekenene,22.302566507503418
Menengai,0.4682043543867212
Menengai west,15.738919129082433
Merigi,40.068028349796315
Metkei,50.96750299708852
Mfang'ano Island,143.96735229349204
Miambani,120.5148866314962
Migosi,0.0
Migwani,108.75958809276561
Mihang'o,2.12450818631806
Mihuu,21.711944284442588
Mikindani,0.0
Mikinduni,159.6093957011707
Mikinduri,74.56074766355141
Milangine,16.70040530786741
Milima,11.73880674718867
Milimani/Milimani,17.57075981274756
Miritini,0.44830404577033095
Mitaboni,19.025810524752107
Mitheru,64.19033355333305
Mitunguu,26.220234971133262
Miwani,14.553550053550051
Mjambere,0.0
Mji Wa Kale/makadara,0.0
Mkomani,0.0
Mkongani,57.44836371254976
Mkunumbi,360.52824878335474
Mlango Kubwa,0.0
Mnagei,41.803993827302655
Mnarani,20.096126631374812
Mochongoi,85.65454545454544
Mogogosiek,10.407725084389352
Mogondo,124.79593842122505
Mogotio,71.2912600954755
Moi's Bridge,12.848043867974273
Moiben,24.204282858401385
Moiben/Kuserwo,79.68742162631423
Mokerero,26.042555593182072
Molo,26.705741880704714
Mosiro,276.00971263487554
Mosop,14.432672653361204
Moticho,32.62793668819648
Motosiet,22.52471204826618
Mountain View,0.0
Mowlem,0.0
Mt. Elgon,232.29857434250493
Mtepeni,9.79276858242228
Mtito Andei,163.6332802473013
Mtongwe,9.018867924528301
Mtopanga,0.3786246893123446
Mua,12.878051163790575
Muchatha,0.24127423822714678
Mugoiri,32.89234120614537
Muguga,1.2917127071823205
Mugumo-ini,8.732391718804546
Mugumoini,8.948448905109489
Mugunda,65.36368763394367
Muguru,27.700032801224577
Mugwe,64.02828006232
Muhoroni/Koru,39.09991742361685
Muhudu,29.05770205861475
Muhuru,78.22997711670479
Mui,155.50474659108463
