Ward,density_2015,density_2020,delta_2015_2020
Mikindani,5851.151820434813,6765.443980730374,914.2921602955612
Mikinduni,19.635584564728024,22.851388109412547,3.2158035446845226
Mikinduri,485.39983785828457,536.9642147165071,51.56437685822249
Milangine,406.29829962951203,444.0408649544127,37.74256532490068
Milima,623.2238304356235,710.7029734622481,87.47914302662457
Milimani/Milimani,935.8902803618961,1041.817688317805,105.92740795590896
Miritini,1729.6948615805236,1999.9743635808088,270.2795020002852
Mitaboni,399.3617536346805,441.786244786793,42.42449115211252
Mitheru,258.594526007607,286.06521006100985,27.470684053402863
Mitunguu,294.5809769511631,325.8745296189453,31.293552667782194
Miwani,135.59442791840536,151.96243022533898,16.36800230693362
Mjambere,8590.56143549437,9932.909354261174,1342.3479187668036
Mji Wa Kale/makadara,9882.040804700788,11426.193391879633,1544.1525871788454
Mkomani,8733.994597140134,10098.75530002934,1364.7607028892053
Mkongani,101.95686086164511,117.88848544079,15.931624579144895
Mkunumbi,10.528151306527702,12.183883311975015,1.6557320054473124
Mlango Kubwa,50311.616373697914,60881.2314453125,10569.615071614586
Mnagei,287.11552564699156,343.6037500324363,56.48822438544477
Mnarani,311.72192607254186,360.4311205828146,48.70919451027271
Mochongoi,62.37364021543249,74.64527295442426,12.27163273899177
Mogogosiek,614.6585411906724,735.5888555640068,120.93031437333445
Mogondo,331.14624422215525,396.29724281763015,65.1509985954749
Mogotio,101.35406042298294,121.29485206210789,19.940791639124953
Moi's Bridge,503.68206315188934,602.0111603668005,98.32909721491114
Moiben,166.9414393892495,199.78614721902616,32.84470782977667
Moiben/Kuserwo,166.8988422348726,199.7351689806208,32.83632674574821
Mokerero,834.8704135165585,929.3067374189618,94.43632390240327
Molo,706.4994648808099,845.4989057146952,138.99944083388527
Mosiro,13.079783366623243,15.653150821115425,2.573367454492182
Mosop,234.45334402004636,280.58060634387016,46.1272623238238
Moticho,651.0804634801017,724.7768452175127,73.696381737411
Motosiet,397.4145908863076,475.60348378606875,78.18889289976113
Mountain View,11284.6293862989,13638.983705607056,2354.354319308155
Mowlem,18616.700342718163,22527.754040348205,3911.0536976300427
Mt. Elgon,14.074408334831324,16.343076001674902,2.2686676668435783
Mtepeni,700.0094977546903,809.3919209250529,109.38242317036259
Mtito Andei,42.6908324558502,47.22699835823337,4.536165902383168
Mtongwe,1369.861095182639,1583.913507721537,214.0524125388979
Mtopanga,8428.619198782568,9745.662536873513,1317.0433380909453
Mua,158.9922161195476,175.88207409159304,16.889857972045434
Muchatha,2635.0975100294513,2859.3720733566474,224.27456332719612
Mugoiri,567.4466926006942,615.6494692152975,48.202776614603295
Muguga,1907.7159398987449,2069.770341825495,162.0544019267502
Mugumo-ini,923.939152376411,1117.2412961327482,193.30214375633716
Mugumoini,396.90562255136575,430.62148154691187,33.715858995546114
Mugunda,94.63507039349382,103.04980794215777,8.41473754866395
Muguru,612.1900693271001,664.1936586051268,52.00358927802665
Mugwe,403.70845426541746,446.5947002288541,42.886245963436636
Muhoroni/Koru,260.7029965421169,291.2452962134919,30.542299671374963
Muhudu,696.8632200549891,791.6179294985504,94.7547094435613
Muhuru,186.81469070000236,207.95869291956754,21.14400221956518
Mui,60.660662239257775,67.10468831091472,6.44402607165695
Mukaa,293.7778028445637,324.98603285190154,31.208230007337818
Mukogodo East,34.460319122029325,41.213799798993506,6.75348067696418
Mukogodo West,29.890852243066952,35.68217677188814,5.791324528821185
Mukothima,125.49728850098809,138.82895665375378,13.331668152765687
Mukure,414.897140306298,450.1413284107332,35.24418810443518
Mukurweni Central,499.2048533655191,541.6107034033411,42.40585003782195
Mukurweni West,601.7582333920965,652.875670080408,51.1174366883115
Mukutani,25.773904215973594,30.84476233398615,5.070858118012556
Mukuyuni,705.80810968786,801.7790677671985,95.97095807933852
Mulango,184.72538463934225,204.34889678786982,19.623512148527567
Mumberes/Maji Mazuri,119.66870633542204,143.21279249044298,23.544086155020935
Mumbuni North,964.4361991977282,1066.8889603451871,102.45276114745889
Mumias Central,1060.5561951574975,1204.7633824571203,144.20718729962277
Mumias North,906.764312644083,1030.0599406591534,123.2956280150704
Muminji,89.91989429535722,99.47215034599158,9.552256050634355
Mumoni,55.14491380932686,61.00299807406111,5.858084264734252
Munanda,417.12130876900017,499.13679040128835,82.01548163228819
Mungoma,1109.936486961154,1260.7911765069173,150.85468954576322
Municipality,662.3331761285674,732.6933069712952,70.36013084272781
Murarandia,521.5627455288068,565.8678301780882,44.30508464928141
Murera,525.2121319859314,569.8272182519137,44.61508626598231
Murhanda,592.7107388034798,673.3034883439456,80.59274954046577
Murindat,186.41846165476443,221.92448110881116,35.506019454046736
Murinduko,233.02934762510165,253.22998114117703,20.200633516075385
Muruka,789.195818444331,856.235471424623,67.03965298029198
Murungaru,197.08529504878993,214.22507368982653,17.1397786410366
Musanda,752.4033889781829,853.8016170112705,101.39822803308766
Musikoma,1045.5213300967607,1187.6841757865589,142.16284568979813
Mutarakwa,411.84204713720476,492.86945130413,81.02740416692524
Mutha,6.134262454416723,6.785989037419545,0.651726583002822
Muthambi,323.9894450602102,358.40707956445453,34.41763450424435
Muthara,131.07667367870738,145.00104338646432,13.924369707756938
Muthesya,170.0062898948543,187.7799858106865,17.773695915832207
Muthetheni,190.89596767847638,211.17498455019842,20.279016871722035
Muthithi,719.1077634463007,780.193666435084,61.08590298878323
Muthwani,141.3099571296343,157.573539598212,16.26358246857768
Mutira,292.47010761940373,317.31450492261035,24.84439730320662
Mutithi,284.8446024030941,309.0893788531257,24.244776450031623
Mutito/Kaliku,37.15727548268262,41.10451984420416,3.947244361521541
Mutituni,861.1969670338406,952.6825260963554,91.48555906251488
Mutomo,83.13327025060889,91.96457840484864,8.83130815423975
Mutonguni,241.78703829404222,267.47225316599435,25.685214871952127
Mutu-Ini,3103.672549853219,3725.618326327702,621.945776474483
Muvuti/Kiima-kimwe,947.6288049868261,1048.2961020903076,100.66729710348147
Mwaking'oina,971.5536106803576,1081.5175361579968,109.96392547763924
Mwakirunge,805.7247282111689,931.6260591823466,125.90133097117769
Mwalano,93.28165036125878,103.19102811024638,9.909377748987595
Mwamonari,1014.5553665054794,1129.3863501286612,114.83098362318185
Mwanamwinga,139.3931737447445,161.17454077530937,21.781367030564866
Mwanda/mghange,63.20806450582277,73.08486066663465,9.876796160811885
Mwangathia,282.69849346755836,312.7297610487004,30.03126758114206
Mwarakaya,372.3033389856427,430.4788961838919,58.17555719824918
Mwariki A,20227.043573907078,24206.590407351225,3979.5468334441466
Mwatate,43.72115050568055,50.552951522022624,6.831801016342077
Mwavumbo,132.06919179611097,152.70612465032508,20.63693285421411
Mwawesa,587.172749645435,678.9234736322646,91.7507239868296
Mwea,207.2117093267359,228.8171645451113,21.605455218375397
Mwereni,26.858029185030215,31.038670555786677,4.180641370756462
Mwibona,1096.5256328451314,1244.1271078547659,147.60147500963444
Mwihoko,924.5367331271294,1020.0046792583798,95.46794613125041
Mwiki,4152.247610876465,4883.932706396484,731.6850955200189
Mwimbi,245.62835763338083,271.721636504944,26.09327887156317
Mwitika/Zombe,34.33646809840419,37.98405612393959,3.6475880255353985
Mwiyogo/Endarasha,173.45791550918338,188.30701140682262,14.849095897639245
Mwonyorero,849.5453064907875,945.6998781025766,96.15457161178904
Naikarra,25.963224392309616,31.061195783945397,5.097971391635781
Narok Town,148.6188093231899,177.85865024082509,29.239840917635178
Nkareta,58.044460515745605,69.46435293826259,11.419892422516988
Naathu,145.402854961434,160.8491046399305,15.446249678496486
Nabiswa,699.3667103366851,836.9628298924731,137.59611955578805
Nachola,7.305503601614843,8.742816769381479,1.4373131677666358
Nachu,212.36356697361006,230.66771903855232,18.304152064942258
Nairobi Central,8244.15930893842,9976.11761250866,1731.9583035702399
Nairobi South,14233.736509364764,17224.00375628298,2990.2672469182144
Nairobi West,6603.10695438665,7990.307696472423,1387.2007420857735
Naitiri/Kabuyefwe,574.7342052191078,654.2774180099279,79.54321279082012
Naivasha East,334.922420640084,400.55789672369735,65.63547608361336
Nakalale,8.458454826565308,10.122604097831783,1.6641492712664743
Nakuru East,1420.6873232303371,1700.1988902203238,279.5115669899867
Namamali,619.7765865906398,704.0495673370141,84.27298074637429
Nambale,533.7474032604478,606.3227321629106,72.57532890246284
Namboboto-Nambuku,449.7429844143688,511.50822204727,61.76523763290123
Namwela,679.3853164238689,771.7634842704044,92.37816784653558
Nanaam,11.001330859268723,13.354859303535273,2.3535284442665496
Nandi Hills,528.6218773541219,632.6250083206544,104.00313096653247
Nangina,473.86823245583565,538.2876399206655,64.41940746482982
Nanighi,6.9397455151454235,10.730903252506211,3.7911577373607876
Nanyuki,781.9604853254597,934.833219420235,152.8727340947753
Naromoru/Kiamathag,138.728385889231,150.6049039703586,11.876518081127614
Ndalani,201.0201632912488,222.26507011554475,21.244906824295953
Ndalat,299.7229938064249,358.6916577933308,58.96866398690594
Ndalu,428.2569676126867,490.2479992156691,61.99103160298239
Ndanai/Abosi,384.8796406050598,459.16828155064314,74.28864094558332
Ndaraweta,520.0521328535721,622.3692105446456,102.31707769107356
Ndarugu,258.48240486345406,280.4396564316381,21.957251568184063
Ndavaya,32.87348930968769,38.00775955090769,5.134270241220001
Ndeiya,215.77424722958278,234.33578197246007,18.561534742877285
Ndenderu,2411.0554305891565,2616.572744969455,205.51731438029856
Ndithini,143.3842141669511,158.3324737803001,14.948259613348995
Ndivisi,710.2301112272072,806.8023432715877,96.57223204438048
Ndoto,8.90802390106055,10.65028347966867,1.7422595786081185
Ndumberi,2571.9872392302514,2790.469388876628,218.48214964637646
Nessuit,166.0732544558991,198.74715028033395,32.67389582443485
Ng'araria,887.7996355782623,963.2153594165792,75.41572383831692
Ngando,12583.370213024937,15226.923391959726,2643.5531789347897
Ngara,9697.264425838695,11734.495567380314,2037.2311415416189
Ngare Mara,7.647871882286589,8.518538893320956,0.8706670110343673
Ngariama,168.20143005743913,182.510381683395,14.30895162595587
Ngecha/Tigoni,618.9889882555011,671.5701163983963,52.58112814289518
Ngei,51832.82992788463,62722.02834535256,10889.198417467931
Ngenyilel,428.73846239312223,508.22064819101575,79.48218579789352
Ngeria,312.0181163823312,373.40577712083376,61.387660738502575
Ngewa,933.3736854036072,1012.660784869378,79.28709946577078
Nginda,299.65473756638534,328.24902286994603,28.594285303560696
Ngobit,53.97814598020045,64.31500952443066,10.336863544230212
Ngolia,4.530475326638883,5.242132978900365,0.7116576522614819
Ngoliba,260.9194334733818,283.2047895961834,22.285356122801602
Ngomeni,13.422341116753563,14.849690759592935,1.4273496428393724
Ngong,1609.3055503710002,1925.9291958543913,316.6236454833911
Nguni,16.691545036907847,18.46482463487091,1.7732795979630644
Nguumo,70.07927792289887,77.53435752514261,7.455079602243742
Nguutani,143.29226274881248,158.51430376241981,15.222041013607338
Njabini/Kiburu,229.54906312137265,249.04852147454196,19.499458353169302
Njia,279.01821229953174,308.65852600019554,29.640313700663796
Njiru,12284.72150473114,14865.533502036502,2580.8119973053617
Njoro,521.9612888889164,624.6539808306321,102.69269194171568
Njukiine,465.5837045840851,505.3837554451194,39.800050861034265
Nkaimurunya,4736.501413470734,5669.058397603284,932.5569841325496
Nkomo,503.39393150898127,556.8698324163938,53.47590090741255
Nkondi,172.75698209918423,191.10908151596078,18.352099416776554
Nkuene,365.0414840968962,403.8201069771135,38.778622880217256
North East Gem,696.8668806731806,776.3707284764259,79.50384780324532
North East Sakwa,573.7293548086686,638.6660954555695,64.93674064690083
North Gem,456.31631572410845,508.55445486531215,52.2381391412037
North Horr,2.3607231524069725,2.619419669057687,0.2586965166507147
North Kabuoch,298.9833379290216,332.82334018612886,33.840002257107244
North Kadem,125.57933572911244,139.93810559565324,14.358769866540797
North Kamagambo,444.6283625012326,494.95299147548906,50.324628974256484
North Kanyamkago,306.8766280690627,341.61002263679353,34.73339456773084
North Karachuonyo,240.41919081747724,267.6306944749249,27.21150365744765
North Kinangop,188.68473743546824,204.712899640512,16.02816220504377
North Maragoli,1311.4905758533873,1489.81807880736,178.32750295397273
North Nyakach,345.73244503742063,384.88766876873575,39.15522373131512
North Rachuonyo,845.493958792085,941.1899808435605,95.69602205147555
North Seme,405.559349324377,451.7312240262553,46.17187470187827
North Ugenya,485.8812876884529,542.1238730495552,56.24258536110227
North Uyoma,198.4149582791837,220.8722729892259,22.457314710042198
North West Kisumu,827.4307868482682,924.6996762042091,97.26888935594093
Nthawa,216.3869607912782,239.37390466229263,22.986943871014432
Ntima East,2068.4450162335074,2288.177441917439,219.73242568393152
Ntima West,947.5410687563739,1048.1990290922465,100.65796033587264
Ntimaru East,591.1839773703931,658.1885126819119,67.0045353115188
Ntimaru West,601.98724009767,670.0266414602569,68.03940136258689
Ntunene,164.12553185103803,181.56070733127663,17.4351754802386
Nuu,27.078763397767545,29.955360205819538,2.8765968080519926
Nyabasi East,455.331040678489,506.92062384048785,51.58958316199886
Nyabasi West,416.3011778431865,463.40132427091527,47.10014642772876
Nyacheki,850.2351480884859,946.7015064479799,96.46635835949405
Nyaki East,285.37263085937917,315.68797262618995,30.315341766810775
Nyaki West,616.2338772848307,681.6968520547522,65.46297476992152
Nyakio,503.699119446951,546.4867467883494,42.78762734139838
Nyakoe,1186.2627325050155,1320.5282018093935,134.26546930437803
Nyalenda 'A',7695.277285475819,8566.256626573404,870.9793410975853
Nyalenda 'B',3042.645550370373,3387.023028073315,344.3774777029421
Nyamaiya,889.0071930476423,989.6282057563017,100.62101270865935
Nyamasibi,795.859704575923,886.0183878771496,90.15868330122657
Nyamusense/Komoso,376.87404578370024,419.5164325543108,42.642386770610585
Nyanduma,484.6847011673497,525.857109126342,41.17240795899232
Nyangati,540.3258873712798,586.2248449898929,45.89895761861305
Nyangores,384.0000122374098,459.54966636103217,75.54965412362236
Nyansiongo,468.2839198344331,521.304517559903,53.02059772546994
Nyathuna,1780.1708801462426,1931.5968990918086,151.42601894556606
Nyatieko,1410.4948021506345,1570.1396562498196,159.64485409918507
Nyayo Highrise,47768.09000893064,57803.353796976655,10035.263788046017
Nyiro,13.730765492264036,16.41267490723358,2.681909414969544
Nyota,248.90377582730105,297.87407312051755,48.970297293216504
Nzambani,320.6190375758488,354.67863178046235,34.059594204613575
Nzaui/kilili/Kalamba,204.61638867083772,226.3529374837007,21.736548812862992
Nzoia,630.7669262771125,716.8086885521342,86.04176227502171
O'llessos,348.35693812150294,416.8940378476218,68.53709972611887
Olokurto,50.93100645448422,60.9513706768542,10.020364222369977
Ololulung'a,101.59222031755726,121.57986892033564,19.98764860277838
Olorropil,90.42159639918735,108.21149290035667,17.789896501169324
Olposimoru,76.05483320602207,91.01815616850088,14.963322962478813
Obbu,2.295041509270979,2.539290557974951,0.2442490487039719
Ol Moran,40.46213157101957,48.4228083020862,7.960676731066634
Oldo-nyiro,14.695656914156544,16.297544205098554,1.6018872909420097
Olkaria,64.4846604653578,77.17162320994109,12.686962744583283
Olkeri,1095.7169915456773,1311.3241900594458,215.60719851376848
Ololmasani,393.07709614485975,469.8350357349956,76.75793959013583
Oloolua,1927.2761339062433,2305.7672126831726,378.49107877692927
Ombeyi,336.6209997797415,374.7209641941514,38.0999644144099
Ong'ata Rongai,7475.339045854048,8946.295256512327,1470.956210658279
Pangani,18903.44344579228,22874.736663405165,3971.293217612885
Parklands/Highridge,4707.2011965655975,5696.10441485655,988.9032182909523
Pipeline,17525.080435526743,21206.803486932185,3681.7230514054427
Pongwe / Kikoneni,131.93730981187667,152.55363442812993,20.61632461625325
Pongwe/Kikoneni,46.23424321146444,53.458735813193606,7.2244926017291675
Poro,22.396230739064357,26.802552168145798,4.406321429081441
Port Reitz,7253.457533221378,8386.87175217999,1133.4142189586119
Puma,23.0967262084524,26.70576222318505,3.609036014732652
Pumwani,26626.0316483347,32219.71091180098,5593.679263466278
Purko,27.02404821969447,32.340864641808516,5.316816422114044
Racecourse,2189.9405393066863,2620.797983419524,430.8574441128376
Ragana/Oruba,1102.5979124862135,1227.393897974578,124.79598548836452
Railways,1970.147980010801,2193.136387709918,222.98840769911703
Ramisi,215.93334054792984,249.67475903901286,33.74141849108301
Ravine,521.2377234041068,623.7880629511703,102.55033954706357
Rhamu,255.04458365069502,394.7863146171984,139.74173096650338
Rhamu Dimtu,58.17834699977693,90.00377738878333,31.825430389006407
Riabai,2886.8546385783357,3132.083612083933,245.22897350559742
Riana,721.8596516717542,803.5623124745409,81.70266080278668
Ribikwo,25.39696078216044,30.393657457990212,4.996696675829771
Rigoma,1032.5590335360744,1149.4277565060997,116.86872297002537
Riruta,16846.665544396157,20385.86404944034,3539.1985050441835
Riwo,51.383917704719096,61.542989218229124,10.159071513510028
Rombo,95.43586485350951,112.93163623423807,17.495771380728556
Ronge,108.81158992977004,125.81432513399687,17.002735204226838
Rongena/Manaret,330.13449126133116,392.00973059703017,61.87523933569901
Roysambu,2224.4750396541795,2689.6858035214113,465.2107638672319
Ruai,585.8386716763881,707.0430137835663,121.20434210717815
Rugi,470.1252451034878,510.0608792904841,39.93563418699625
Ruguru,192.0689343077247,208.38457644438924,16.315642136664536
Ruguru/Ngandori,427.96352841094404,473.41129672391395,45.44776831296991
Ruiri/Rwerera,184.75737919941463,204.3842908470657,19.62691164765107
Ruma-Kaksingri East,92.57068067130635,103.04816135802973,10.477480686723382
Rumuruti Township,110.24331625746541,131.93301347535922,21.68969721789381
Rurii,200.47456008653026,217.50423182182197,17.029671735291714
Ruring'u,1554.3802666081062,1686.4199068718024,132.03964026369613
Ruruma,557.867895429073,645.0394972610666,87.1716018319936
Rusinga Island,213.2887266766762,237.42950566866418,24.140778991987986
Rware,2398.4748187993196,2602.2176782902457,203.7428594909261
Rwathia,163.47401528896506,177.36060784859285,13.886592559627786
Sagamian,78.404436350469,93.83002933842096,15.425592987951958
Sogoo,401.3237241913622,480.2817175561856,78.95799336482338
Sabaki,640.1088770348427,740.1313442462061,100.02246721136339
Sabena,22.001521043418894,34.08344731232972,12.081926268910824
Saboti,403.66115132964893,482.98987780203606,79.32872647238713
Sacho,143.8940422172786,172.20431582388414,28.310273606605534
Sagala,11.704607971164712,13.533552360900034,1.8289443897353213
Sagante/Jaldessa,28.922661720721244,31.995137212526892,3.0724754918056476
Saka,18.030179475906507,27.941991197666695,9.911811721760188
Sala,48.56705142127408,68.97723371743407,20.410182296159995
Salama,30.679778582349236,36.669705613104306,5.989927030755069
Sambirir,155.90261084251938,186.57549560661639,30.672884764097006
Sameta/Mokwerero,918.5079551615328,1022.4679723817009,103.96001722016808
Sangailu,10.237563823101627,15.863047034844412,5.625483211742784
Sangalo/Kebulonik,250.0110709587076,297.08174051328524,47.07066955457765
Sanghor/Soba,249.3933033339198,298.1017504401134,48.7084471061936
Sango,487.5465575584461,553.8398085773955,66.29325101894938
Sankuri,16.68082986851957,25.850735697808947,9.169905829289377
Sarang'ombe,17925.367248828592,21691.185386657715,3765.818137829123
Sarman,19.329042675268283,29.95488454681886,10.625841871550577
Segera,14.198983211042332,16.99254637535135,2.793563164309017
Segero,353.6834921862119,423.2685550758627,69.58506288965083
Sekerr,36.18349438912009,43.3023758078123,7.1188814186922045
Sengwer,141.69355279412116,169.57089363663584,27.877340842514684
Sensi,911.4820809660769,1014.646879052624,103.16479808654708
Sergoit,132.73865337642843,158.85417243546675,26.11551905903832
Sericho,4.565665942031304,5.563751657499229,0.9980857154679255
Shaabab,7460.256118373489,8928.015460242814,1467.759341869325
Shaf Shafey,492.5364349439148,760.9169705921292,268.38053564821445
Shamakhokho,1271.1550547317524,1444.0270435244017,172.8719887926493
Shamata,74.96658819941892,81.33475990892609,6.368171709507166
Shankoe,160.593398496093,191.1429647815852,30.549566285492205
Shanzu,3447.191638778784,3985.8446916371395,538.6530528583553
Shauri moyo/Kaloleni,8005.946268717448,8912.088036431207,906.1417677137588
Shella,343.43515922419493,397.0998195534069,53.66466032921198
Sheywe,2345.959989094153,2664.947585826966,318.987596732813
Shika Adab,1509.873253214901,1745.8038348703876,235.93058165548655
Shimanzi/Ganjoni,5578.825978103194,6450.564919974813,871.7389418716193
Shimbir Fatuma,49.66214194185177,76.96313526996941,27.30099332811764
Shimo La Tewa,1935.6856658496563,2238.1530095564613,302.46734370680497
Shinoyi/Shikomari,628.0437587941311,713.440861279973,85.39710248584186
Shirere,2179.373792201519,2475.7101302097617,296.3363380082428
Shiru,517.0465549067184,587.6939862799921,70.64743137327378
Shirugu/Mugai,525.1721764394631,596.5815059778066,71.40932953834351
Siana,15.185570074789306,18.172903581750163,2.987333506960857
Siaya Town,527.0843659493781,586.7416555551274,59.65728960574927
Siboti,622.8705336272618,707.5642198614493,84.69368623418745
Sigomere,465.97578654392646,518.7943969681226,52.818610424196095
Sigona,978.459013693567,1061.5759649121824,83.11695121861533
Sigor,333.4541076760715,399.0591669064791,65.60505923040762
Sigowet,591.3601428315336,704.4972711405708,113.13712830903717
Sikhendu,697.9736815729448,834.1068972464531,136.1332156735083
Silale,57.75075184154337,69.11285921068927,11.362107369145896
Silibwet Township,789.3034060515655,944.594022324405,155.29061627283954
Simat/Kapseret,274.27534732501755,328.237345207737,53.96199788271946
Sindindi,501.6560705117298,559.483310334194,57.82723982246421
Singorwet,649.630301064711,777.4411007044862,127.81079963977515
Sinoko,450.7112222419689,515.8526507169438,65.14142847497487
Sinyerere,448.5354405006287,536.7820438109383,88.24660331030958
Siongiroi,417.8586168908312,500.0697428338346,82.21112594300342
Sirende,751.3801598106998,899.2096063662523,147.82944655555252
Sirikwa,334.70228571760026,400.55291348553004,65.85062776792978
Sitatunga,493.16369788533916,590.1906430745402,97.026945189201
Sitikho,477.025824570742,541.8885388246788,64.86271425393682
Siyoi,347.85990197607435,416.2992087203495,68.43930674427514
Soin,124.23191440991415,148.1108577960848,23.878943386170633
Sokoke,59.58186695393784,68.8920393216515,9.310172367713655
Sokoni,2839.367336039197,3283.0426088660547,443.6752728268575
Solai,104.9772252308272,125.63085328212081,20.65362805129361
Soliat,197.65843093508536,235.7364523512922,38.07802141620684
Sololo,54.36791077875885,60.174527760064734,5.806616981305886
Songot,8.253117830625207,9.877174200612684,1.6240563699874766
Sook,79.75098149696154,95.44149931263027,15.690517815668727
Sosiani,15.297699068560586,18.306945670641024,3.009246602080438
South 'C',4999.455307057756,6049.756280035543,1050.3009729777868
South Alego,273.0697440246592,303.97675282285724,30.907008798198035
South Bukusu,580.3950431938194,659.3131887682173,78.91814557439784
South East Alego,515.4731173419117,573.8162063271425,58.34308898523079
South East Nyakach,636.2190217466995,708.2849594650241,72.06593771832468
South Gem,357.22866566575254,397.66108459530346,40.43241892955092
South Kabras,717.2104405769403,814.7318145019418,97.52137392500151
South Kanyajuok,441.04514710504344,490.9744190435365,49.92927193849306
South Kanyamkago,455.39050692757803,506.9332350393847,51.542728111806696
South Maragoli,847.5958482086303,962.2681018576731,114.67225364904277
South Sakwa,248.35248929939058,276.46493287261904,28.11244357322846
South Uyoma,228.43613139406852,254.291348095329,25.855216701260474
South West Kisumu,277.4845102408748,308.89120268484754,31.40669244397276
South West Nyakach,386.70975640923,430.47895375938754,43.769197350157526
Soy,228.1921997947904,272.8432646404134,44.65106484562298
Soy North,92.3715184940803,110.54504980902306,18.17353131494275
Soy South,110.35344001673873,132.0648044615704,21.71136444483166
Soysambu/Mitua,616.1401733044954,699.9187047244037,83.77853141990829
Spring Valley/Matopeni,14432.656016873238,17464.71261527843,3032.056598405192
Suam,67.90383579038973,81.42822430405913,13.524388513669393
Subukia,218.31629747781722,261.26815219613684,42.95185471831962
Suguta Marmar,26.117929172990262,31.256471905224725,5.138542732234463
Sukha Central,462.44992292898456,525.3306960787526,62.880773149768004
Sukha East,153.04960630834623,173.97346762041747,20.92386131207124
Sukha North,385.4633349912399,437.89133255253233,52.42799756129244
Sukha South,1114.5900347039208,1266.1443684537458,151.554333749825
Suna Central,1070.3497527417524,1191.4957538813214,121.14600113956908
Suswa,79.7266623052277,95.41239557167452,15.685733266446817
Syokimau/Mlolongo,1982.172995319075,2291.4598263525672,309.28683103349226
Tabaka,1044.421406470298,1162.6327573041538,118.2113508338557
Tagare,467.62025314459373,520.5471862126165,52.92693306802272
Takaba,77.22134445795375,119.67258170849038,42.451237250536636
Takaba South,41.109107230173,63.70820233107757,22.59909510090457
Tala,715.8706901439442,791.9181586197489,76.04746847580464
Tambach,128.11250903135746,153.31786259592195,25.20535356456449
Tambua,978.9310412304441,1113.2107412191167,134.27969998867263
Tangulbei/Korossi,30.622089294211204,36.64679818959264,6.024708895381433
Tapach,166.66563255778985,199.45607672053438,32.790444162744535
Tapsagoi,371.6353405530582,443.3031062834096,71.66776573035139
Tarakwa,136.84819636238376,163.7722431339469,26.924046771563127
Tarbaj,21.814799305448265,33.807147177478605,11.99234787203034
Tebesonik,374.80118090338567,447.1815620321741,72.38038112878843
Tembelio,217.1215641495673,259.8389055390822,42.7173413895149
Tendeno/Sorget,86.48078221622622,103.49534768521333,17.014565468987115
Tenges,83.77096865281672,100.25239437866212,16.481425725845398
Terik,630.3333551154446,741.5212368075685,111.18788169212382
Tezo,599.7268014122799,693.4391960093998,93.7123945971199
Thangatha,384.44854011426344,425.28878505038045,40.84024493611702
Thange,80.24188796220099,88.77912164381102,8.537233681610033
Tharaka,41.476957634388434,45.88308516859025,4.406127534201815
Thegu River,120.11324628503247,130.3594696181474,10.246223333114912
Theta,332.7718240183221,361.0397254601312,28.2679014418091
Thiba,694.5761569520962,753.5781786606746,59.002021708578354
Thingithu,224.60515293817645,268.7788079440485,44.173655005872035
Tigithi,53.31133066621178,63.368665764630464,10.057335098418683
Timau,115.25349935254869,128.56237227842374,13.30887292587505
Timbwani,9256.241868036022,10702.608246840007,1446.3663788039848
Tinderet,222.2905933659847,266.0249084069909,43.7343150410062
Tinet,219.39101500596095,262.55485646019804,43.16384145423709
Ting'ang'a,600.6146139434568,652.8554813014292,52.240867357972434
Tirioko,28.9106216407077,34.59860975121971,5.687988110512013
Tiwi,509.56581161162444,589.189801268484,79.62398965685952
Tongaren,521.007436366893,591.8504605247863,70.8430241578933
Tononoka,20995.941617313507,24276.734702620965,3280.7930853074577
Township(Bungoma),3560.4603479209068,4044.5873431037453,484.1269951828385
Township(Garissa),8068.872135645906,12504.609354368398,4435.737218722492
Township(Kiambu),1106.7429703635946,1208.8018202455726,102.05884988197795
Township(Kitui),1181.4858208596402,1306.9958997742629,125.51007891462268
Township(Mandera),1299.6789563883976,2013.1190213676298,713.4400649792321
Township(Moyale),1595.5282015177993,1765.0654911927772,169.53728967497796
Township(Murang'a),1397.664135689909,1516.3912074385742,118.72707174866514
Township(Nyamira),1507.5171022674958,1678.143259936456,170.6261576689601
Township(Thika),529.0012089716482,573.9381567061217,44.936947734473506
Township(Wajir),996.1367337010444,1543.7474920935058,547.6107583924614
Tseikuru,28.706560318579168,31.756374649705226,3.0498143311260577
Tsimba/Golini,177.51747265765815,205.25608539844367,27.738612740785527
Tudor,14911.916270053152,17242.029957033254,2330.113686980101
Tulimani,324.53276712923423,359.00811982826394,34.47535269902971
Tulwet/Chuiyat,324.3178542216052,388.1254079794692,63.80755375786396
Turbi,1.2110295622759204,1.3414762453167726,0.13044668304085216
Turi,442.68062031990354,529.7753278105996,87.09470749069607
Turkwel,20.61350960764921,24.66909159795998,4.05558199031077
Marakaru/Tuuti,848.1957474425267,963.5275961515883,115.33184870906166
Tuwani,9196.465561962632,11005.813721349,1809.348159386369
Ugunja,513.273168209438,571.367267590405,58.09409938096701
Ukia,243.58184139762818,269.4577172700899,25.875875872461734
Ukunda,1251.3904284751065,1446.93079682565,195.54036835054353
Ukwala,450.0301840033868,500.9662140026221,50.9360299992353
Umoja One,27110.13143550601,32805.51125702798,5695.379821521972
Umoja Two,33265.632914062495,40254.1776640625,6988.544750000008
Upper Kaewa/Iveti,857.154227550472,948.210344914703,91.056117364231
