feature,importance,model,time_horizon,time_period
EVI_z_score_crops_lag_5,0.00031700043,hb,3,2025-10-01
EVI_z_score_grass_lag_5,0.00022223064,hb,3,2025-10-01
EVI_z_score_shrub_and_scrub_lag_5,0.00021052176,hb,3,2025-10-01
EVI_z_score_trees_lag_5,0.00012121882,hb,3,2025-10-01
bare_lag_5,0.00037442055,hb,3,2025-10-01
built_lag_5,0.00020820236,hb,3,2025-10-01
crops_lag_5,0.00020251313,hb,3,2025-10-01
flooded_vegetation_lag_5,0.00014982968,hb,3,2025-10-01
grass_lag_5,0.0002518026,hb,3,2025-10-01
shrub_and_scrub_lag_5,7.600651e-05,hb,3,2025-10-01
trees_lag_5,0.00014933359,hb,3,2025-10-01
water_lag_5,9.9680234e-05,hb,3,2025-10-01
wasting_lag_5,0.00056233694,hb,3,2025-10-01
wasting_risk_lag_5,0.000676955,hb,3,2025-10-01
wasting_sm_lag_5,0.00073059223,hb,3,2025-10-01
wasting_sm_risk_lag_5,0.00043248443,hb,3,2025-10-01
